author,author_type,bake_time,calories,carb,carb_u,difficulty,dish_description,dish_name,fat,fat_u,image_count,ingredient_list,ingredient_quantity,ingredient_unit,prep_time,protein,protein_u,rating,rest_time,reviews_for_rating,servings,total_steps,user_likes,utensils,total_time
Xueci Cheng,Associate Food Editor at Kitchen Stories,0,,,,Easy,"You can use this basic ginger scallion sauce for other proteins, such as poached chicken breast and steamed fish. #stayhomekeepcooking",Chicken salad with ginger-scallion sauce,,,6,"['chicken thighs (skin-on)', 'ginger', 'scallion', 'Sichuan peppercorns', 'cucumber', 'scallions', 'ginger', 'shallot', 'light soy sauce', 'sugar', 'salt', 'vegetable oil', 'white pepper', 'chili oil (for serving)']","['280.0', '2.0', '0.5', '4.0', '0.5', '2.0', '5.0', '1.0', '2.0', '0.5', '0.5', '3.0', '0.0', '0.0']","['g', 'slices', 'slices', 'tbsp', 'tsp', 'tsp', 'tbsp', '', '', '', '', '', '', '']",35,,,5.0,20,6.0,2,5.0,773,"['pot (with lid)', 'frying pan', 'spatula']",55
Devan Grimsrud,Managing Editor at Kitchen Stories,0,,,,Easy,"A recently discovered favorite take on dal from Priya Krishna’s Indian-ish cookbook, this is a super easy, satisfying, and flavorful lunch or dinner. I find it filling enough on its own, but you can also serve it with basmati rice, roti, or naan. Use plant-based yogurt and olive oil instead of butter to make it vegan, and add cilantro as a garnish if you have it. Don’t have dried chilis? Leave ‘em out. Don’t like onions? They’re not a necessity! Hope you find it as comforting as I do. #stayhomekeepcooking",Easiest red lentil dal with yogurt and pickled onion,,,5,"['red lentils', 'water', 'turmeric', 'salt', 'lime', 'butter', 'cumin seeds', 'dried chilis', 'fenugreek seeds', 'chili flakes', 'red onion', 'salt', 'yogurt (for serving)']","['200.0', '700.0', '1.0', '1.0', '1.0', '2.0', '2.0', '2.0', '1.0', '1.0', '1.0', '0.0', '0.0']","['g', 'ml', 'tsp', 'tsp', 'tbsp', 'tsp', 'tsp', 'tsp', '', '', '', '', '']",15,,,4.5,0,7.0,4,5.0,793,"['pot', 'cooking spoon', 'knife', 'cutting board', 'frying pan (small)', 'bowl']",15
Johanna Reder,Test Kitchen Manager and Chef at Kitchen Stories,0,,,,Easy,"A delicious chicken curry recipe for a quick meal. You can easily replace the vegetables with sugar snap peas, mushrooms or whatever you have on hand. The almond and raisin mixture makes it all exciting!  #stayhomekeepcooking",Chicken Curry with Pepper and Broccoli Raab,,,2,"['chicken breasts', 'red bell pepper', 'broccoli raab', 'shallots', 'garlic', 'tomato', 'basmati rice', 'blanched almonds', 'sultanas', 'red curry paste', 'coconut milk', 'tomato purée', 'mint', 'full-fat plain yogurt', 'vegetable oil', 'ginger']","['300', '1', '100', '2', '1', '1', '100', '20', '20', '50', '200', '200', '5', '20', '20', '5']","['g', 'g', 'clove', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', '', '', '']",45,,,4.5,0,4.0,4,11.0,506,"['cutting board', 'knife', 'frying pan', 'cooking spoon', 'Schöpfkelle', 'paper towels', 'pot']",45
Johanna Reder,Test Kitchen Manager and Chef at Kitchen Stories,0,,,,Easy,"This is my take on a simple and classic Bolognese sauce. I always cook a little more, so that I have at least two portions stored in my freezer. 🍝🥫#stayhomekeepcooking",Classic Bolognese Sauce,,,0,"['mixed ground meat', 'red onion', 'carrots', 'celery', 'lemon peels', 'bay leaf', 'canned whole peeled tomatoes', 'garlic', 'rosemary', 'salt', 'pepper', 'olive oil']","['500.0', '1.0', '2.0', '2.0', '2.0', '1.0', '400.0', '1.0', '6.0', '100.0', '0.0', '0.0']","['g', 'stalks', 'strips', 'leaf', 'g', 'clove', 'sprigs', 'g', '', '', '', '']",180,,,5.0,0,2.0,6,7.0,435,"['knife', 'cutting board', 'cast iron pot']",180
mrslovegoodfood,Community Member,0,,,,Easy,"Who does not love some baked beans in a delicious tomato sauce for breakfast?! Why not having it in main dish as well? Mix it with your favourite vegetables and some lovely sausages to make it an easy, fast and delicious pasta dish. I don’t want to miss this dish anymore. What about you? Give it a go, and let me know!",Sausage and bean pasta,,,0,"['Frankfurter sausages ', ' tin baked beans ', 'bell pepper mix ', 'tomato purée ', 'leek ', 'vegetable broth ', 'penne pasta ', 'salt', ' pepper', ' paprika and chili ']","['5.0', '1.0', '1.0', '2.0', '1.0', '100.0', '0.0', '0.0']","['package', 'tbsp', 'ml', '', '', '', '', '']",25,,,4.0,0,1.0,2,6.0,44,,25
Ruby Goss,Senior Food Editor at Kitchen Stories,0,,,,Easy,"There are, in my opinion, two tricks to excellent tuna pasta—the first is to use canned tuna in oil (or mix drained brined tuna with a little olive oil), the second is to stir through the tuna right at the end of the cooking time to prevent it toughening up and disintegrating into the sauce. This pantry-friendly pasta is inspired by Sicily with its capers, lemons, and breadcrumbs! I blitz up the dried-up ends of sourdough loaves and jar them so I always have some on hand. #stayhomekeepcooking",Pantry tuna pasta with capers and crunchy breadcrumbs,,,5,"['canned whole peeled tomatoes', 'canned tuna', 'linguine', 'red onion', 'garlic', 'olive oil', 'breadcrumbs', 'olive oil', 'anchovies', 'tomato paste', 'chili flakes', 'lemon zest', 'capers', 'parsley (for serving)']","['400.0', '185.0', '250.0', '1.0', '3.0', '0.5', '4.0', '2.5', '2.0', '1.0', '0.5', '1.0', '1.5', '0.0']","['g', 'g', 'g', 'cloves', 'tbsp', 'tbsp', 'tbsp', 'tbsp', 'tsp', 'strip', 'tbsp', '', '', '']",30,,,4.5,0,11.0,2,5.0,1245,"['cutting board', 'knife', '2 bowls', 'fine sieve', 'frying pan', 'cooking spoon', 'pot (large)', 'cup', 'colander']",30
Devan Grimsrud,Managing Editor at Kitchen Stories,0,,,,Easy,"This dip sort of channels the flavors of a French onion dip using a pantry staple always found in my fridge: Scallions. You can also crumble in some feta if you have it for a heartier dip worthy of lunching on with crudités and warm bread or serve as is for a snack or rich, oniony side. #stayhomekeepcooking",Creamy charred scallion dip,,,0,"['scallions', 'lemon', 'olive oil', 'full-fat Greek yogurt', 'garlic', 'salt', 'pepper', 'olive oil (for serving)', 'flaky sea salt (for serving)', 'flatbread (for serving)']","['6.0', '1.0', '2.0', '200.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['tbsp', 'g', 'clove', '', '', '', '', '', '', '']",15,,,5.0,0,2.0,4,3.0,189,"['cutting board', 'knife', 'cast iron pan', 'cooking spoon', 'bowl', 'fine grater']",15
Dashrath from The Rasoi Recipes,Community Member,0,,,,Easy,A simple recipe to make the perfect tomato soup. Be sure to give it a try. For more of my recipes visit www.therasoirecipes.com,Tomato Soup,,,0,"['onion', 'carrot', 'celery sticks', 'potato', 'olive oil', 'butter', 'cilantro (finely chopped)', 'tomatoes', 'tomato purée', 'water', 'vegetable stock cube', 'honey', 'tabasco sauce', 'salt', 'pepper']","['1', '1', '2', '1', '2', '1', '2', '9', '2', '1130', '2', '1', '5', '1', '1']","['tbsp', 'tbsp', 'tbsp', 'tbsp', 'ml', 'tsp', 'drops', 'pinch', 'pinch', '', '', '', '', '', '']",65,,,5.0,0,4.0,6,7.0,129,"['blender', 'Strainer']",65
Hayley Griffiths,Community Member,1,,,,Easy,,Homemade flour tortillas,,,1,"['milk', 'vegetable oil', 'All-purpose flour', 'baking powder', 'salt']","['1', '3', '3', '2', '1.5']","['scoop', 'tbsp', 'scoops', 'tsp', 'tsp']",15,,,5.0,15,3.0,6,5.0,151,,31
David,Community Member,0,,,,Easy,"I love Thai food. For the sake of this recipe, I used Mae Ploy Penang Curry paste to make the dish. I find a cast iron pot gives me the best flavour! Enjoy!",Penang Curry Prawn,,,3,"['Penang Curry paste', 'kaffir lime leaves', 'palm sugar', 'fish sauce', 'coconut milk', 'jumbo shrimp', 'jasmine rice']","['0.75', '4', '2', '2', '400', '1', '350']","['tbsp', 'leaves', 'tbsp', 'tsp', 'ml', 'kg', 'g']",15,,,5.0,0,2.0,2,5.0,84,,15
Julie Myers,Editor-in-Chief at Kitchen Stories,0,,,,Easy,"The base of this recipe comes from Ottolenghi’s cookbook ‘Simple’, but over time I’ve tweaked and adapted it to my own liking, as well as to what’s in my pantry at any given time. It works equally well with beluga lentils instead of green, or chili instead of harissa. If you don’t have preserved lemons, leave them out—but I love the note of citrus they lend to the hearty dish. #stayhomekeepcooking",Spicy lentil and eggplant stew,,,7,"['green lentils', 'olive oil', 'garlic', 'onion', 'thyme', 'eggplants', 'cherry tomatoes', 'vegetable broth', 'dry white wine', 'harissa', 'preserved lemon', 'water', 'salt', 'pepper', 'yogurt (for serving)', 'cilantro (for serving)']","['180.0', '3.0', '3.0', '1.0', '1.0', '2.0', '200.0', '500.0', '100.0', '1.0', '0.5', '450.0', '0.0', '0.0', '0.0', '0.0']","['g', 'tbsp', 'cloves', 'tbsp', 'g', 'ml', 'ml', 'tbsp', 'ml', '', '', '', '', '', '', '']",60,,,5.0,0,7.0,4,4.0,610,,60
Leonardo Caetano,Community Member,20,,,,Easy,"This is an old recipe from my parents. In fact, it came from my father's family, from Portugal, which was adapted by my mother with some spices and this special Brazilian cream cheese - that you can replace with any similar curd cheese.",Shrimp with Catupiry,,,0,"['shrimp (peeled and deveined)', 'cheese Catupiry', 'milk', 'garlic', 'onion', 'dedo-de-moça pepper', 'malagueta pepper', 'parsley', 'parsley', 'tomato sauce', 'olive oil', 'salt']","['600', '400', '300', '3', '1', '3', '1', '0.5', '0.5', '1', '1', '1']","['g', 'g', 'ml', 'cloves', 'sprig', 'sprig', 'tbsp', 'dash', 'tsp', '', '', '']",20,,,5.0,0,1.0,2,5.0,14,"['3 frying pans', 'knife', 'baking dish']",40
Vamsi Sangam,Community Member,0,,,,Easy,,Prawns Curry (wet),,,1,"['oil', 'salt', 'turmeric powder', 'chili powder', 'chicken masala', 'onion', 'tomato', 'prawns']","['6', '1', '0.5', '0.5', '2', '1', '1', '200']","['tbsp', 'tbsp', 'tbsp', 'tbsp', 'tbsp', 'g', '', '']",30,,,5.0,15,1.0,1,10.0,90,"['knife', 'bowl', 'spatula']",45
Verena,Founder at Kitchen Stories,40,,,,Easy,This is an easy way to turn leftover baked potatoes into a small salad to serve as a side dish or full dinner. #stayhomekeepcooking,Simple potato salad with avocado and tomatoes,,,0,"['boiled potatoes', 'tomatoes', 'avocado', 'red onion', 'olive oil', 'vinegar', 'salt', 'pepper']","['150.0', '150.0', '0.5', '0.25', '3.0', '1.0', '0.0', '0.0']","['g', 'g', 'tbsp', 'tbsp', '', '', '', '']",10,,,4.5,0,4.0,1,3.0,248,"['cutting board', 'knife']",50
Giedre Sk,Community Member,75,,,,Easy,Traditional recipe used in generations! Eat it with carrot salad and potato mash! ,Meatloaf with carrots,,,2,"['mixed ground meat', 'carrots', 'onion', 'eggs', 'breadcrumbs', 'black pepper', 'salt', 'thyme']","['500.0', '2.0', '0.5', '2.0', '4.0', '0.0', '0.0', '0.0']","['g', 'tbsp', '', '', '', '', '', '']",20,,,5.0,0,1.0,4,6.0,41,['frying pan'],95
BDME3,Community Member,0,,,,Easy,"Zhug is a zingy and refreshing Israeli condiment, that really pairs well with a creamy poached egg and some sweet caramelized veg, for a slightly different lunch to what you might be used to.",Zhug with Sauteed Veg,,,0,"['egg', 'vinegar', 'carrot', 'potato (cooked)', 'olive oil', 'green chili', 'cilantro', 'dried parsley', 'cardamom seeds', 'ground coriander', 'cumin seed', 'garlic', 'lemon']","['1', '1', '1', '1', '2', '1', '5', '0.5', '0.5', '0.5', '0.5', '1', '0.5']","['tsp', 'tbsp', 'sprigs', 'tbsp', 'tsp', 'tsp', 'tsp', 'clove', '', '', '', '', '']",40,,,0.0,0,,1,5.0,17,"['2 frying pans', '3 mortars and pestles', 'saucepan', 'slotted spoon']",40
Palate & Plate,Community Member,20,,,,Easy,"Few things are as comforting as a plate of mildly spicy butter chicken on a winter night. What’s more, it’s easy and ready in less than an hour. To ensure the chicken stays tender, cook in a simmer instead of a boil.",Easy butter chicken,,,1,"['chicken breasts', 'minced garlic', 'garam masala', 'salt', 'olive oil', 'onion', 'canned diced tomato', 'double cream', 'butter', 'ground cinnamon', 'paprika', 'lemon juice']","['2', '3', '3', '1.5', '0.25', '1', '1', '0.5', '2', '0.25', '1', '1.5']","['cloves', 'tbsp', 'tsp', 'cup', 'cup', 'cup', 'tbsp', 'tsp', 'tbsp', 'tbsp', '', '']",20,,,4.5,0,4.0,2,5.0,218,"['saucepan', 'immersion blender']",40
Palate & Plate,Community Member,0,,,,Easy,Basil and dried tomatoes aren’t the only ways to enjoy pesto. Replace with spinach and flavorful blue cheese and you have something just as interesting. Add the lemon to give it that extra punch.,Spinach and blue cheese pesto pasta,,,4,"['spaghetti', 'baby spinach', 'garlic', 'blue cheese', 'oregano', 'olive oil', 'pine nuts', 'lemon']","['0.3333333333333333', '3', '3', '3', '1', '0.3333333333333333', '3', '1']","['bag', 'cups', 'cloves', 'tbsp', 'tbsp', 'cup', 'tbsp', 'tbsp']",10,,,4.0,0,6.0,3,4.0,845,"['pot', 'blender']",10
Ewa Majkutewicz,Community Member,0,,,,Easy,"This Peruvian Cilantro Beef Stew may be the most comforting stew ever! Made with dark beer and tons of cilantro, seco de carne has a rich, deep flavor, and fall-apart tender meat. Must-try during colder months!",Peruvian Seco De Carne (Cilantro Beef Stew),,,0,"['beef chuck', 'red onion', 'garlic', 'Aji amarillo paste', 'Aji mirasol paste', 'cilantro', 'potato', 'carrot', 'peas', 'dark beer', 'water', 'ground cumin (to taste)', 'salt (to taste)', 'pepper (to taste)', 'canned white beans', 'oil', 'rice (for serving)']","['1.0', '1.0', '3.0', '1.0', '1.0', '100.0', '1.0', '1.0', '200.0', '330.0', '500.0', '400.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['kg', 'cloves', 'tbsp', 'tbsp', 'g', 'g', 'ml', 'ml', 'g', '', '', '', '', '', '', '', '']",190,,,4.0,0,1.0,6,9.0,84,,190
Léonie,Community Member,70,,,,Easy,"This is my favourite soup to make when I start to get sick, it helps me get better and is absolutely delicious. If you are in a rush to get better, use canned chickpeas which will cut the cooking time by 1 hour. Enjoy!",Ginger turmeric chickpea soup ( Back to health soup),,,0,"['onions', 'leek', 'ginger (diced)', 'garlic (grated)', 'rice vinegar', 'chicken stock', 'carrot', 'turmeric', 'curry powder', 'dried thyme', 'sambal oelek', 'coriander seed', 'hot paprika powder', 'dry chickpeas', 'pepper']","['2', '1', '1', '2', '10', '1', '1', '2', '1', '1', '1', '1', '1', '100', '1']","['bulb', 'cloves', 'ml', 'l', 'tsp', 'tbsp', 'tbsp', 'tsp', 'tsp', 'tsp', 'g', 'tsp', '', '', '']",10,,,0.0,0,,4,2.0,98,"['cast iron pot', 'wooden spoon']",80
Harvey,Community Member,15,,,,Easy,This recipe is to improvise on. Add whatever remains in your freezer and is great for spice lovers.,Spicy tomato soup,,,0,"['cherry tomatoes', 'red bell pepper', 'garlic', 'water', 'sweet chili sauce', 'cornflour', 'tomato purée', 'red pesto', 'salt', 'Black pepper', 'sugar', ' to taste', 'olive oil']","['8.0', '0.25', '1.0', '2.5', '1.0', '1.0', '1.0', '1.0', '1.0', '0.0', '0.0', '0.0']","['clove', 'tbsp', 'tsp', 'tsp', 'tsp', 'tsp', 'tbsp', '', '', '', '', '']",5,,,0.0,0,,1,4.0,106,['nonstick pan'],20
Kendall Jenner,Community Member,0,,,,Easy,The idea behind this recipe is to be creative with everyday ingredients. Cooking doesn’t need to be difficult or stressful. Have fun and see what you can create with the things in your cupboard!,Cupboard Ramen,,,6,"['Eggs', 'ramen noodles', 'sesame oil', 'Powdered chicken stock', 'garlic', 'ginger (grated)', 'soy sauce', 'chili flakes', 'lemon juice', 'red cabbages', 'avocado', 'scallions (for serving)', 'chili (for serving)']","['2', '90', '0.5', '1', '2', '2', '1', '0.5', '0.5', '40', '0.5', '2', '1']","['g', 'tsp', 'tsp', 'cloves', 'g', 'tbsp', 'tsp', 'tsp', 'g', '', '', '', '']",20,,,5.0,0,4.0,2,5.0,349,"['pot', 'tongs']",20
Devan Grimsrud,Managing Editor at Kitchen Stories,0,,,,Easy,"An easy addition to the Thanksgiving (or any) table, this celery salad is refreshingly crisp and light with a vibrant tartness that pairs well with rich and meaty mains or creamy sides.",Crunchy celery salad with almonds and cranberries,,,3,"['celery', 'Granny Smith apple', 'dried cranberries', 'apple cider vinegar', 'almonds (toasted)', 'lemon juice', 'olive oil', 'mint', 'salt', 'pepper', 'water (cold)']","['12.0', '1.0', '3.0', '1.0', '70.0', '3.0', '3.0', '3.0', '0.0', '0.0', '0.0']","['stalks', 'tbsp', 'tbsp', 'g', 'tbsp', 'tbsp', 'sprigs', '', '', '', '']",15,,,5.0,0,6.0,6,4.0,269,"['cutting board', 'knife', '2 bowls (large)', 'bowl (small)', 'cooking spoon', 'platter (for serving)']",15
Jose M. Alicandu,Community Member,0,,,,Easy,"To talk about arepas is to talk about Venezuela and its people. Arepa is an essential and daily food in the Venezuelan menu. They are also prepared and consumed in other nearby countries such as Colombia, although with some variations in their preparation or fillings, but the ""Reina Pepiada"" is an exceptional case since it is the queen of all arepas. The arepa that we will make is one of the most popular recipes, named in honor of a beautiful young woman who was Miss Universe in 1955.",Venezuelan arepa (Reina Pepiada),,,1,"['cornmeal', 'water', 'avocado', 'chicken breast (cooked)', 'onion', 'mayonnaise', 'cilantro', 'olive oil', 'salt', 'pepper']","['1.5', '2', '1', '0.5', '1', '5', '2', '1', '1', '0.5']","['cups', 'cups', 'tbsp', 'oz', 'tbsp', 'tbsp', 'tsp', '', '', '']",45,,,5.0,0,5.0,3,7.0,226,"['2 knives', 'cutting board', '2 bowls', 'grill pan', 'nonstick pan', 'cooking spoon']",45
Enrico Capone,Community Member,45,,,,Medium,"Traditional Neapolitan potatoes pasta, good for the winter time and if you have short pasta to finish. Not the easiest pasta but it’s definitely worth it.",Neapolitan potatoes pasta,,,0,"['potatoes', 'carrots', 'celery', 'onions', 'pancetta', 'garlic', 'cherry tomatoes', 'water', 'Short pasta', 'extra-virgin olive oil', 'salt', 'pepper', 'rosemary', 'Provola cheese', 'Parmesan cheese']","['350.0', '60.0', '60.0', '60.0', '60.0', '0.5', '5.0', '700.0', '120.0', '60.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['g', 'g', 'g', 'g', 'g', 'clove', 'cl', 'g', 'g', '', '', '', '', '', '']",15,,,5.0,0,1.0,2,7.0,111,,60
Yasmine Amr,Community Member,35,,,,Easy,,Caramelised Carrots,,,1,"['carrots (small)', 'agave nectar', 'olive oil', 'salt', 'pepper', 'thyme', 'red onions']","['14.0', '4.0', '4.0', '15.0', '1.5', '0.0', '0.0']","['tbsp', 'tbsp', 'sprigs', '', '', '', '']",5,,,4.0,0,1.0,4,4.0,153,,40
Palate & Plate,Community Member,0,,,,Easy,Salmon and squid ink pasta make a great pair both for how beautifully their flavors merge and their combined visual appearance. A simple but elegant pasta dish.,Crispy salmon and squid ink pasta,,,1,"['salmon fillets', 'squid ink spaghetti', 'rosemary', 'garlic', 'olive oil (for frying)', 'salt and pepper', 'lemon', 'chicken stock powder']","['4.0', '0.75', '2.0', '5.0', '1.0', '1.0', '2.0', '0.0']","['bag', 'sprigs', 'cloves', 'tsp', 'tbsp', '', '', '']",20,,,0.0,0,,4,8.0,238,['cast iron pan'],20
akbar whillock,Community Member,60,,,,Medium,This is hands down one of my favorites food to cook and eat. It takes some time to make but the end result will not disappoint. You will definitely be getting some praise! ,Gnocchi bolognese,,,0,"['potatoes (cooked)', 'butter', 'parsley', 'garlic', 'ground beef', 'onion', 'bell pepper', 'button mushrooms', 'Cornstarch', 'garlic powder', 'onion powder', 'Sliced basil', 'smoked paprika powder', 'Pomodoro sauce', 'flour', 'grated Parmesan cheese', 'Olive oil', 'Salt ', 'Black pepper ']","['100.0', '50.0', '1.0', '10.0', '150.0', '0.5', '0.5', '5.0', '2.0', '1.0', '1.0', '10.0', '1.0', '100.0', '100.0', '2.0', '1.0', '0.0', '0.0']","['g', 'g', 'sprig', 'cloves', 'g', 'tsp', 'tsp', 'tsp', 'g', 'tsp', 'g', 'g', 'tbsp', 'tsp', '', '', '', '', '']",60,,,4.5,0,2.0,2,10.0,107,,120
Fernando,Community Member,0,,,,Easy,This is an easy to prepare soup. Ideal for fall/autumn or winter months. Serve as a starter or main with am some nice bread.,Butternut Squash & Sweetcorn Soup,,,0,"['butter', 'onion (medium)', 'butternut squash (peeled', ' deseeded', ' chopped into chunk)', 'sweetcorn (tin)', 'whole milk', 'bouillon vegetable powder (dissolved in 700 ml water)', 'salt', 'black pepper']","['25', '1', '800', '165', '275', '3', '1', '1']","['g', 'g', 'g', 'ml', 'tsp', 'pinch', 'pinch', '']",60,,,4.5,0,2.0,6,7.0,123,['Lidded saucepan with a capacity of 3 pints 1.75 litres.'],60
Ribana,Community Member,0,,,,Easy,"Some may think that making a risotto is taking a lot of time and is difficult, but is far away from the truth. In less than half an hour, you’ll have a really delicious meal, using just a few poor ingredients. Enjoy it!",My Italian Mushrooms Risotto,,,0,"['vegetable broth', 'shallot', 'Extra virgin olive oil', 'Chiodini mushrooms', 'Carnaroli rice', 'white wine', 'Butter', 'Pecorino romano cheese', 'salt', 'pepper', 'Fresh marjoram']","['500', '0.5', '2', '100', '120', '20', '30', '30', '1', '1', '1']","['ml', 'tbsp', 'g', 'g', 'ml', 'g', 'g', 'pinch', 'pinch', 'sprig', '']",25,,,4.5,0,2.0,2,6.0,207,,25
